SetName,Gene
T_cell_PCA_16704732,MAP7D1
T_cell_PCA_16704732,TCF7
T_cell_PCA_16704732,TOMM40
T_cell_PCA_16704732,PKM
T_cell_PCA_16704732,SYT1
T_cell_PCA_16704732,NAP1L5
T_cell_PCA_16704732,SHFM1
T_cell_PCA_16704732,LPAR6
T_cell_PCA_16704732,MATN2
T_cell_PCA_16704732,NR4A2
T_cell_PCA_16704732,SLFN5
T_cell_PCA_16704732,TOB1
T_cell_PCA_16704732,CD28
T_cell_PCA_16704732,PDE9A
T_cell_PCA_16704732,TMEM173
T_cell_PCA_16704732,DOCK9
T_cell_PCA_16704732,MORC2-AS1
T_cell_PCA_16704732,AOC1
T_cell_PCA_16704732,PTGER2
T_cell_PCA_16704732,LCP2
T_cell_PCA_16704732,RORA
T_cell_PCA_16704732,AKTIP
T_cell_PCA_16704732,NELL2
T_cell_PCA_16704732,SPEG
T_cell_PCA_16704732,LPIN2
T_cell_PCA_16704732,RTKN2
T_cell_PCA_16704732,FHIT
T_cell_PCA_16704732,PDE4D
T_cell_PCA_16704732,SLC39A8
T_cell_PCA_16704732,SELPLG
T_cell_PCA_16704732,SYNE2
T_cell_PCA_16704732,LEPROTL1
T_cell_PCA_16704732,BUB1B
T_cell_PCA_16704732,ACTN1
T_cell_PCA_16704732,AQP3
T_cell_PCA_16704732,PRKCQ
T_cell_PCA_16704732,RSU1
T_cell_PCA_16704732,GPSM3
T_cell_PCA_16704732,TSEN54
T_cell_PCA_16704732,SOCS3
T_cell_PCA_16704732,GABARAPL1
T_cell_PCA_16704732,C15orf62
T_cell_PCA_16704732,FYN
T_cell_PCA_16704732,ATP1A1
T_cell_PCA_16704732,NGFRAP1
T_cell_PCA_16704732,DUSP16
T_cell_PCA_16704732,GBP1
T_cell_PCA_16704732,RGS10
T_cell_PCA_16704732,INPP4B
T_cell_PCA_16704732,TRABD2A
T_cell_PCA_16704732,RBMS1
T_cell_PCA_16704732,MAL
T_cell_PCA_16704732,RAB43
T_cell_PCA_16704732,ATP13A4
T_cell_PCA_16704732,FAM134B
T_cell_PCA_16704732,C20orf112
T_cell_PCA_16704732,ITPKB
T_cell_PCA_16704732,DUSP2
T_cell_PCA_16704732,TNIK
T_cell_PCA_16704732,LPAR2
T_cell_PCA_16704732,IL32
T_cell_PCA_16704732,APBB1
T_cell_PCA_16704732,ARL4C
T_cell_PCA_16704732,ID2
T_cell_PCA_16704732,PRKCQ-AS1
T_cell_PCA_16704732,TNFRSF25
T_cell_PCA_16704732,HOXB2
T_cell_PCA_16704732,CD2
T_cell_PCA_16704732,ADA
T_cell_PCA_16704732,JAKMIP1
T_cell_PCA_16704732,MGAT4A
T_cell_PCA_16704732,FAM102A
T_cell_PCA_16704732,RMDN1
T_cell_PCA_16704732,WWP1
T_cell_PCA_16704732,TARP
T_cell_PCA_16704732,NPTXR
T_cell_PCA_16704732,TESPA1
T_cell_PCA_16704732,LDHB
T_cell_PCA_16704732,PXN
T_cell_PCA_16704732,FBLN5
T_cell_PCA_16704732,TNFAIP3
T_cell_PCA_16704732,WNT10B
T_cell_PCA_16704732,LCK
T_cell_PCA_16704732,PIK3R1
T_cell_PCA_16704732,MEN1
T_cell_PCA_16704732,FLT3LG
T_cell_PCA_16704732,NPDC1
T_cell_PCA_16704732,ANXA1
T_cell_PCA_16704732,TXK
T_cell_PCA_16704732,MPP7
T_cell_PCA_16704732,IL7R
T_cell_PCA_16704732,ZAP70
T_cell_PCA_16704732,CEP41
T_cell_PCA_16704732,CAPZB
T_cell_PCA_16704732,CDC14A
T_cell_PCA_16704732,SNPH
TGFB_PCA_17349583,COL1A1
TGFB_PCA_17349583,CTGF
TGFB_PCA_17349583,FN1
TGFB_PCA_17349583,MMP9
TGFB_PCA_17349583,SERPINE1
TGFB_PCA_17349583,SPARC
TGFB_PCA_17349583,TAGLN
TGFB_PCA_17349583,TGFB1
TGFB_PCA_17349583,TGFB1I1
TGFB_PCA_17349583,TGFB3
TGFB_PCA_17349583,TGFBI
TGFB_PCA_17349583,TGFBR1
TGFB_PCA_17349583,TGIF1
TGFB_PCA_17349583,THBS1
TGFB_PCA_17349583,TGIF2
Rotterdam_ERneg_PCA_15721472,PARP4
Rotterdam_ERneg_PCA_15721472,COL2A1
Rotterdam_ERneg_PCA_15721472,FUT3
Rotterdam_ERneg_PCA_15721472,GAS2
Rotterdam_ERneg_PCA_15721472,MYH2
Rotterdam_ERneg_PCA_15721472,SAT1
Rotterdam_ERneg_PCA_15721472,TNFSF10
Rotterdam_ERneg_PCA_15721472,CEP57
Rotterdam_ERneg_PCA_15721472,ANAPC15
Rotterdam_ERneg_PCA_15721472,GABRQ
Rotterdam_ERneg_PCA_15721472,RFX7
Rotterdam_ERneg_PCA_15721472,BCL2L14
Rotterdam_ERneg_PCA_15721472,RPL23AP7
Rotterdam_ERneg_PCA_15721472,ZNF362
HER2_Immune_PCA_18006808,AOC1
HER2_Immune_PCA_18006808,ACTN1
HER2_Immune_PCA_18006808,ACVR1
HER2_Immune_PCA_18006808,ACVRL1
HER2_Immune_PCA_18006808,ADAM8
HER2_Immune_PCA_18006808,AGER
HER2_Immune_PCA_18006808,AIF1
HER2_Immune_PCA_18006808,ALDH1A1
HER2_Immune_PCA_18006808,ALDOB
HER2_Immune_PCA_18006808,AKR1B1
HER2_Immune_PCA_18006808,ALOX5AP
HER2_Immune_PCA_18006808,AMPD1
HER2_Immune_PCA_18006808,AMPD3
HER2_Immune_PCA_18006808,BIN1
HER2_Immune_PCA_18006808,ANG
HER2_Immune_PCA_18006808,ANGPT2
HER2_Immune_PCA_18006808,ANK1
HER2_Immune_PCA_18006808,AOAH
HER2_Immune_PCA_18006808,APBA2
HER2_Immune_PCA_18006808,BIRC3
HER2_Immune_PCA_18006808,APOC4
HER2_Immune_PCA_18006808,APOE
HER2_Immune_PCA_18006808,FASLG
HER2_Immune_PCA_18006808,RHOG
HER2_Immune_PCA_18006808,ARHGAP1
HER2_Immune_PCA_18006808,ARRB2
HER2_Immune_PCA_18006808,ATP2A1
HER2_Immune_PCA_18006808,B2M
HER2_Immune_PCA_18006808,BCL2A1
HER2_Immune_PCA_18006808,TNFRSF17
HER2_Immune_PCA_18006808,BDH1
HER2_Immune_PCA_18006808,CXCR5
HER2_Immune_PCA_18006808,BNIP3
HER2_Immune_PCA_18006808,DST
HER2_Immune_PCA_18006808,BTK
HER2_Immune_PCA_18006808,BTN1A1
HER2_Immune_PCA_18006808,SERPING1
HER2_Immune_PCA_18006808,C1QA
HER2_Immune_PCA_18006808,C1QB
HER2_Immune_PCA_18006808,C1R
HER2_Immune_PCA_18006808,C1S
HER2_Immune_PCA_18006808,C2
HER2_Immune_PCA_18006808,C3
HER2_Immune_PCA_18006808,C3AR1
HER2_Immune_PCA_18006808,FMNL1
HER2_Immune_PCA_18006808,CAPN2
HER2_Immune_PCA_18006808,CASP1
HER2_Immune_PCA_18006808,CASP4
HER2_Immune_PCA_18006808,RUNX1
HER2_Immune_PCA_18006808,RUNX3
HER2_Immune_PCA_18006808,CCND2
HER2_Immune_PCA_18006808,CCND3
HER2_Immune_PCA_18006808,CD1D
HER2_Immune_PCA_18006808,CD1E
HER2_Immune_PCA_18006808,CD2
HER2_Immune_PCA_18006808,CD3D
HER2_Immune_PCA_18006808,CD3E
HER2_Immune_PCA_18006808,CD3G
HER2_Immune_PCA_18006808,CD247
HER2_Immune_PCA_18006808,CD6
HER2_Immune_PCA_18006808,CD7
HER2_Immune_PCA_18006808,CD8A
HER2_Immune_PCA_18006808,CD8B
HER2_Immune_PCA_18006808,CD14
HER2_Immune_PCA_18006808,CD19
HER2_Immune_PCA_18006808,MS4A1
HER2_Immune_PCA_18006808,CD22
HER2_Immune_PCA_18006808,CD27
HER2_Immune_PCA_18006808,CD28
HER2_Immune_PCA_18006808,CD80
HER2_Immune_PCA_18006808,CD86
HER2_Immune_PCA_18006808,CD33
HER2_Immune_PCA_18006808,CD37
HER2_Immune_PCA_18006808,CD38
HER2_Immune_PCA_18006808,ENTPD1
HER2_Immune_PCA_18006808,CD40
HER2_Immune_PCA_18006808,CD47
HER2_Immune_PCA_18006808,CD48
HER2_Immune_PCA_18006808,CD53
HER2_Immune_PCA_18006808,CD69
HER2_Immune_PCA_18006808,CD72
HER2_Immune_PCA_18006808,CD74
HER2_Immune_PCA_18006808,CD79A
HER2_Immune_PCA_18006808,CD79B
HER2_Immune_PCA_18006808,CD97
HER2_Immune_PCA_18006808,CDKN2D
HER2_Immune_PCA_18006808,CDS1
HER2_Immune_PCA_18006808,CD52
HER2_Immune_PCA_18006808,CTSC
HER2_Immune_PCA_18006808,CGB
HER2_Immune_PCA_18006808,CHIT1
HER2_Immune_PCA_18006808,CLIC2
HER2_Immune_PCA_18006808,CCR1
HER2_Immune_PCA_18006808,CCR5
HER2_Immune_PCA_18006808,CCR6
HER2_Immune_PCA_18006808,CCR7
HER2_Immune_PCA_18006808,CMKLR1
HER2_Immune_PCA_18006808,COL4A1
HER2_Immune_PCA_18006808,COL4A3
HER2_Immune_PCA_18006808,COL10A1
HER2_Immune_PCA_18006808,COL11A1
HER2_Immune_PCA_18006808,CSF1R
HER2_Immune_PCA_18006808,CSF2RA
HER2_Immune_PCA_18006808,CSF2RB
HER2_Immune_PCA_18006808,CSK
HER2_Immune_PCA_18006808,CSNK1A1
HER2_Immune_PCA_18006808,CSRP1
HER2_Immune_PCA_18006808,CST3
HER2_Immune_PCA_18006808,CTLA4
HER2_Immune_PCA_18006808,CTSG
HER2_Immune_PCA_18006808,CTSH
HER2_Immune_PCA_18006808,CTSS
HER2_Immune_PCA_18006808,CTSW
HER2_Immune_PCA_18006808,CYBA
HER2_Immune_PCA_18006808,CYBB
HER2_Immune_PCA_18006808,CYLD
HER2_Immune_PCA_18006808,CYP11A1
HER2_Immune_PCA_18006808,DGKA
HER2_Immune_PCA_18006808,DBN1
HER2_Immune_PCA_18006808,DNASE1L3
HER2_Immune_PCA_18006808,DNMT1
HER2_Immune_PCA_18006808,DOCK2
HER2_Immune_PCA_18006808,DOK1
HER2_Immune_PCA_18006808,DRP2
HER2_Immune_PCA_18006808,DTNB
HER2_Immune_PCA_18006808,GPR183
HER2_Immune_PCA_18006808,EFNA1
HER2_Immune_PCA_18006808,EFNB1
HER2_Immune_PCA_18006808,EMP3
HER2_Immune_PCA_18006808,ENPEP
HER2_Immune_PCA_18006808,EPHB2
HER2_Immune_PCA_18006808,EPOR
HER2_Immune_PCA_18006808,EVC
HER2_Immune_PCA_18006808,EVI2B
HER2_Immune_PCA_18006808,F13B
HER2_Immune_PCA_18006808,PTK2B
HER2_Immune_PCA_18006808,FAU
HER2_Immune_PCA_18006808,FCER1G
HER2_Immune_PCA_18006808,FCGRT
HER2_Immune_PCA_18006808,FCN1
HER2_Immune_PCA_18006808,FGR
HER2_Immune_PCA_18006808,FHL2
HER2_Immune_PCA_18006808,FOXO1
HER2_Immune_PCA_18006808,FLI1
HER2_Immune_PCA_18006808,FLT3LG
HER2_Immune_PCA_18006808,FOLR2
HER2_Immune_PCA_18006808,FPR1
HER2_Immune_PCA_18006808,FUCA1
HER2_Immune_PCA_18006808,FUT4
HER2_Immune_PCA_18006808,FYB
HER2_Immune_PCA_18006808,FYN
HER2_Immune_PCA_18006808,G6PC
HER2_Immune_PCA_18006808,GBP1
HER2_Immune_PCA_18006808,GBP2
HER2_Immune_PCA_18006808,GFI1
HER2_Immune_PCA_18006808,GFPT1
HER2_Immune_PCA_18006808,GNA11
HER2_Immune_PCA_18006808,GNG7
HER2_Immune_PCA_18006808,CXCR3
HER2_Immune_PCA_18006808,GPR15
HER2_Immune_PCA_18006808,GPR18
HER2_Immune_PCA_18006808,GPR27
HER2_Immune_PCA_18006808,GPR35
HER2_Immune_PCA_18006808,GRK5
HER2_Immune_PCA_18006808,GRK6
HER2_Immune_PCA_18006808,GRN
HER2_Immune_PCA_18006808,NR3C1
HER2_Immune_PCA_18006808,GRP
HER2_Immune_PCA_18006808,GSPT1
HER2_Immune_PCA_18006808,GUCY1B3
HER2_Immune_PCA_18006808,GYPC
HER2_Immune_PCA_18006808,GZMH
HER2_Immune_PCA_18006808,GZMA
HER2_Immune_PCA_18006808,GZMB
HER2_Immune_PCA_18006808,GZMK
HER2_Immune_PCA_18006808,GZMM
HER2_Immune_PCA_18006808,HBBP1
HER2_Immune_PCA_18006808,HCK
HER2_Immune_PCA_18006808,HCLS1
HER2_Immune_PCA_18006808,NCKAP1L
HER2_Immune_PCA_18006808,CFHR2
HER2_Immune_PCA_18006808,HHEX
HER2_Immune_PCA_18006808,HLA-A
HER2_Immune_PCA_18006808,HLA-B
HER2_Immune_PCA_18006808,HLA-DMA
HER2_Immune_PCA_18006808,HLA-DMB
HER2_Immune_PCA_18006808,HLA-DOA
HER2_Immune_PCA_18006808,HLA-DOB
HER2_Immune_PCA_18006808,HLA-DPA1
HER2_Immune_PCA_18006808,HLA-DPB1
HER2_Immune_PCA_18006808,HLA-DQA1
HER2_Immune_PCA_18006808,HLA-DQB1
HER2_Immune_PCA_18006808,HLA-DRA
HER2_Immune_PCA_18006808,HLA-DRB1
HER2_Immune_PCA_18006808,HLA-E
HER2_Immune_PCA_18006808,HLA-G
HER2_Immune_PCA_18006808,HNRNPH2
HER2_Immune_PCA_18006808,HSD11B1
HER2_Immune_PCA_18006808,HSPA1B
HER2_Immune_PCA_18006808,HTR5A
HER2_Immune_PCA_18006808,ICAM2
HER2_Immune_PCA_18006808,ICAM3
HER2_Immune_PCA_18006808,IRF8
HER2_Immune_PCA_18006808,IFI35
HER2_Immune_PCA_18006808,SP110
HER2_Immune_PCA_18006808,IFNAR2
HER2_Immune_PCA_18006808,IFNG
HER2_Immune_PCA_18006808,IGHA1
HER2_Immune_PCA_18006808,IGHD
HER2_Immune_PCA_18006808,IGHM
HER2_Immune_PCA_18006808,IGJ
HER2_Immune_PCA_18006808,IGLC1
HER2_Immune_PCA_18006808,IGLL1
HER2_Immune_PCA_18006808,IL2RB
HER2_Immune_PCA_18006808,IL2RG
HER2_Immune_PCA_18006808,IL6R
HER2_Immune_PCA_18006808,IL7
HER2_Immune_PCA_18006808,IL7R
HER2_Immune_PCA_18006808,CXCR2
HER2_Immune_PCA_18006808,IL9R
HER2_Immune_PCA_18006808,IL10RA
HER2_Immune_PCA_18006808,IL15
HER2_Immune_PCA_18006808,IL15RA
HER2_Immune_PCA_18006808,IL16
HER2_Immune_PCA_18006808,TNFRSF9
HER2_Immune_PCA_18006808,IDO1
HER2_Immune_PCA_18006808,CXCL10
HER2_Immune_PCA_18006808,INPP5A
HER2_Immune_PCA_18006808,INPP5D
HER2_Immune_PCA_18006808,IRF1
HER2_Immune_PCA_18006808,IRF4
HER2_Immune_PCA_18006808,IRF5
HER2_Immune_PCA_18006808,IRF6
HER2_Immune_PCA_18006808,IRF7
HER2_Immune_PCA_18006808,ISG20
HER2_Immune_PCA_18006808,ITGA4
HER2_Immune_PCA_18006808,ITGAM
HER2_Immune_PCA_18006808,ITGB2
HER2_Immune_PCA_18006808,ITGB7
HER2_Immune_PCA_18006808,ITK
HER2_Immune_PCA_18006808,JAK2
HER2_Immune_PCA_18006808,KIF2A
HER2_Immune_PCA_18006808,KIR2DL4
HER2_Immune_PCA_18006808,KLRB1
HER2_Immune_PCA_18006808,KLRC1
HER2_Immune_PCA_18006808,KLRC3
HER2_Immune_PCA_18006808,KLRD1
HER2_Immune_PCA_18006808,KRTAP5-9
HER2_Immune_PCA_18006808,LAG3
HER2_Immune_PCA_18006808,LAIR1
HER2_Immune_PCA_18006808,LAIR2
HER2_Immune_PCA_18006808,LAMC1
HER2_Immune_PCA_18006808,LCK
HER2_Immune_PCA_18006808,LCP1
HER2_Immune_PCA_18006808,LCP2
HER2_Immune_PCA_18006808,LEPR
HER2_Immune_PCA_18006808,LGALS2
HER2_Immune_PCA_18006808,LGALS9
HER2_Immune_PCA_18006808,LMO2
HER2_Immune_PCA_18006808,LOXL2
HER2_Immune_PCA_18006808,LRMP
HER2_Immune_PCA_18006808,LRCH4
HER2_Immune_PCA_18006808,LSP1
HER2_Immune_PCA_18006808,LTB
HER2_Immune_PCA_18006808,LY9
HER2_Immune_PCA_18006808,CD180
HER2_Immune_PCA_18006808,LY75
HER2_Immune_PCA_18006808,LYL1
HER2_Immune_PCA_18006808,LYN
HER2_Immune_PCA_18006808,SH2D1A
HER2_Immune_PCA_18006808,MAGEB4
HER2_Immune_PCA_18006808,MAL
HER2_Immune_PCA_18006808,MAN2B1
HER2_Immune_PCA_18006808,MAP1B
HER2_Immune_PCA_18006808,MAP4
HER2_Immune_PCA_18006808,MATK
HER2_Immune_PCA_18006808,MBP
HER2_Immune_PCA_18006808,MEF2C
HER2_Immune_PCA_18006808,MFNG
HER2_Immune_PCA_18006808,MICB
HER2_Immune_PCA_18006808,CXCL9
HER2_Immune_PCA_18006808,MNDA
HER2_Immune_PCA_18006808,MPP1
HER2_Immune_PCA_18006808,MRC1
HER2_Immune_PCA_18006808,MYO1F
HER2_Immune_PCA_18006808,MTX1
HER2_Immune_PCA_18006808,MYD88
HER2_Immune_PCA_18006808,MYH10
HER2_Immune_PCA_18006808,MYO1D
HER2_Immune_PCA_18006808,MYO6
HER2_Immune_PCA_18006808,MYO7A
HER2_Immune_PCA_18006808,NUBP1
HER2_Immune_PCA_18006808,NELL2
HER2_Immune_PCA_18006808,NF1
HER2_Immune_PCA_18006808,NFATC3
HER2_Immune_PCA_18006808,NFKBIA
HER2_Immune_PCA_18006808,NFKBIE
HER2_Immune_PCA_18006808,NKG7
HER2_Immune_PCA_18006808,NPAT
HER2_Immune_PCA_18006808,OAZ1
HER2_Immune_PCA_18006808,OPHN1
HER2_Immune_PCA_18006808,P2RX5
HER2_Immune_PCA_18006808,P2RX7
HER2_Immune_PCA_18006808,PARN
HER2_Immune_PCA_18006808,PAX1
HER2_Immune_PCA_18006808,PAX5
HER2_Immune_PCA_18006808,PFKFB4
HER2_Immune_PCA_18006808,PGM3
HER2_Immune_PCA_18006808,ABCB1
HER2_Immune_PCA_18006808,PHKA1
HER2_Immune_PCA_18006808,SERPINB9
HER2_Immune_PCA_18006808,PIM1
HER2_Immune_PCA_18006808,PIK3CD
HER2_Immune_PCA_18006808,PIP4K2A
HER2_Immune_PCA_18006808,PKP2
HER2_Immune_PCA_18006808,PLCG2
HER2_Immune_PCA_18006808,PLEK
HER2_Immune_PCA_18006808,PLOD2
HER2_Immune_PCA_18006808,PLSCR1
HER2_Immune_PCA_18006808,PNOC
HER2_Immune_PCA_18006808,PNLIPRP1
HER2_Immune_PCA_18006808,POU2AF1
HER2_Immune_PCA_18006808,POU2F1
HER2_Immune_PCA_18006808,PPIC
HER2_Immune_PCA_18006808,PPP1CB
HER2_Immune_PCA_18006808,PPP3CC
HER2_Immune_PCA_18006808,PRCP
HER2_Immune_PCA_18006808,PRF1
HER2_Immune_PCA_18006808,PRKCB
HER2_Immune_PCA_18006808,PRKCQ
HER2_Immune_PCA_18006808,MAPK6
HER2_Immune_PCA_18006808,MAPK9
HER2_Immune_PCA_18006808,PSAP
HER2_Immune_PCA_18006808,PSMB8
HER2_Immune_PCA_18006808,PSMB9
HER2_Immune_PCA_18006808,PSMB10
HER2_Immune_PCA_18006808,PTAFR
HER2_Immune_PCA_18006808,PTGDS
HER2_Immune_PCA_18006808,PTGER4
HER2_Immune_PCA_18006808,PTPN1
HER2_Immune_PCA_18006808,PTPN6
HER2_Immune_PCA_18006808,PTPN7
HER2_Immune_PCA_18006808,PTPN12
HER2_Immune_PCA_18006808,PTPRC
HER2_Immune_PCA_18006808,PTPRCAP
HER2_Immune_PCA_18006808,PTPRF
HER2_Immune_PCA_18006808,ABCD4
HER2_Immune_PCA_18006808,PYCR1
HER2_Immune_PCA_18006808,PYGB
HER2_Immune_PCA_18006808,RAB2A
HER2_Immune_PCA_18006808,RAB3IL1
HER2_Immune_PCA_18006808,RAC1
HER2_Immune_PCA_18006808,RAC2
HER2_Immune_PCA_18006808,RARRES3
HER2_Immune_PCA_18006808,RASA2
HER2_Immune_PCA_18006808,RELB
HER2_Immune_PCA_18006808,RFX5
HER2_Immune_PCA_18006808,RGS10
HER2_Immune_PCA_18006808,RGS13
HER2_Immune_PCA_18006808,RNASE6
HER2_Immune_PCA_18006808,RPL23A
HER2_Immune_PCA_18006808,RPL27A
HER2_Immune_PCA_18006808,RPLP2
HER2_Immune_PCA_18006808,RPS6KA3
HER2_Immune_PCA_18006808,RPS28
HER2_Immune_PCA_18006808,RTN2
HER2_Immune_PCA_18006808,MSMO1
HER2_Immune_PCA_18006808,SCP2
HER2_Immune_PCA_18006808,CCL2
HER2_Immune_PCA_18006808,CCL5
HER2_Immune_PCA_18006808,CCL8
HER2_Immune_PCA_18006808,CCL13
HER2_Immune_PCA_18006808,CCL18
HER2_Immune_PCA_18006808,CCL19
HER2_Immune_PCA_18006808,CCL23
HER2_Immune_PCA_18006808,CXCL11
HER2_Immune_PCA_18006808,XCL1
HER2_Immune_PCA_18006808,SDC2
HER2_Immune_PCA_18006808,SELL
HER2_Immune_PCA_18006808,SELP
HER2_Immune_PCA_18006808,SELPLG
HER2_Immune_PCA_18006808,SEPP1
HER2_Immune_PCA_18006808,SLA
HER2_Immune_PCA_18006808,SLAMF1
HER2_Immune_PCA_18006808,SLC1A3
HER2_Immune_PCA_18006808,SLC5A5
HER2_Immune_PCA_18006808,SNRPC
HER2_Immune_PCA_18006808,SOD2
HER2_Immune_PCA_18006808,SOX4
HER2_Immune_PCA_18006808,SP4
HER2_Immune_PCA_18006808,SPI1
HER2_Immune_PCA_18006808,SPIB
HER2_Immune_PCA_18006808,SPP1
HER2_Immune_PCA_18006808,SPRR1A
HER2_Immune_PCA_18006808,TRIM21
HER2_Immune_PCA_18006808,STAT1
HER2_Immune_PCA_18006808,STAT4
HER2_Immune_PCA_18006808,STAT5A
HER2_Immune_PCA_18006808,STK10
HER2_Immune_PCA_18006808,SYK
HER2_Immune_PCA_18006808,TAP1
HER2_Immune_PCA_18006808,TAP2
HER2_Immune_PCA_18006808,TBXA2R
HER2_Immune_PCA_18006808,TCF7
HER2_Immune_PCA_18006808,TCN2
HER2_Immune_PCA_18006808,TRA
HER2_Immune_PCA_18006808,DYNLT3
HER2_Immune_PCA_18006808,TGFB1I1
HER2_Immune_PCA_18006808,THBS1
HER2_Immune_PCA_18006808,THBS2
HER2_Immune_PCA_18006808,TIAM1
HER2_Immune_PCA_18006808,TIMP3
HER2_Immune_PCA_18006808,TJP1
HER2_Immune_PCA_18006808,TLR1
HER2_Immune_PCA_18006808,TLR2
HER2_Immune_PCA_18006808,TNF
HER2_Immune_PCA_18006808,TNNC2
HER2_Immune_PCA_18006808,TNFAIP3
HER2_Immune_PCA_18006808,TNFRSF1B
HER2_Immune_PCA_18006808,TPM1
HER2_Immune_PCA_18006808,TPMT
HER2_Immune_PCA_18006808,NR2C2
HER2_Immune_PCA_18006808,TRAF1
HER2_Immune_PCA_18006808,PHLDA2
HER2_Immune_PCA_18006808,TTC3
HER2_Immune_PCA_18006808,TYROBP
HER2_Immune_PCA_18006808,UBA7
HER2_Immune_PCA_18006808,VAV1
HER2_Immune_PCA_18006808,VCAM1
HER2_Immune_PCA_18006808,VCL
HER2_Immune_PCA_18006808,VEGFA
HER2_Immune_PCA_18006808,VLDLR
HER2_Immune_PCA_18006808,WARS
HER2_Immune_PCA_18006808,WAS
HER2_Immune_PCA_18006808,WIPF1
HER2_Immune_PCA_18006808,LAT2
HER2_Immune_PCA_18006808,XPNPEP2
HER2_Immune_PCA_18006808,ZAP70
HER2_Immune_PCA_18006808,TRIM25
HER2_Immune_PCA_18006808,LAPTM5
HER2_Immune_PCA_18006808,PXDN
HER2_Immune_PCA_18006808,CXCR4
HER2_Immune_PCA_18006808,LST1
HER2_Immune_PCA_18006808,NUP214
HER2_Immune_PCA_18006808,PDHX
HER2_Immune_PCA_18006808,TCL1A
HER2_Immune_PCA_18006808,ELL
HER2_Immune_PCA_18006808,GTPBP6
HER2_Immune_PCA_18006808,USP9X
HER2_Immune_PCA_18006808,HIST1H2BO
HER2_Immune_PCA_18006808,SNHG3
HER2_Immune_PCA_18006808,RECK
HER2_Immune_PCA_18006808,SOAT2
HER2_Immune_PCA_18006808,DHX16
HER2_Immune_PCA_18006808,GPR65
HER2_Immune_PCA_18006808,MAP4K3
HER2_Immune_PCA_18006808,CNTNAP1
HER2_Immune_PCA_18006808,NDST2
HER2_Immune_PCA_18006808,KCNAB2
HER2_Immune_PCA_18006808,GAS7
HER2_Immune_PCA_18006808,CST7
HER2_Immune_PCA_18006808,CAMK1
HER2_Immune_PCA_18006808,APOL1
HER2_Immune_PCA_18006808,BHLHE40
HER2_Immune_PCA_18006808,PDLIM4
HER2_Immune_PCA_18006808,SKAP1
HER2_Immune_PCA_18006808,ABCB11
HER2_Immune_PCA_18006808,S1PR4
HER2_Immune_PCA_18006808,TNFRSF25
HER2_Immune_PCA_18006808,EED
HER2_Immune_PCA_18006808,TNFSF14
HER2_Immune_PCA_18006808,TNFRSF14
HER2_Immune_PCA_18006808,RAB11A
HER2_Immune_PCA_18006808,TNFRSF6B
HER2_Immune_PCA_18006808,IL18RAP
HER2_Immune_PCA_18006808,IL18R1
HER2_Immune_PCA_18006808,CD84
HER2_Immune_PCA_18006808,KAT2B
HER2_Immune_PCA_18006808,VNN2
HER2_Immune_PCA_18006808,FAM127A
HER2_Immune_PCA_18006808,FUBP3
HER2_Immune_PCA_18006808,P4HA2
HER2_Immune_PCA_18006808,F2RL3
HER2_Immune_PCA_18006808,MAP3K14
HER2_Immune_PCA_18006808,BRSK2
HER2_Immune_PCA_18006808,TM4SF5
HER2_Immune_PCA_18006808,DOK2
HER2_Immune_PCA_18006808,SH2D2A
HER2_Immune_PCA_18006808,PSTPIP1
HER2_Immune_PCA_18006808,SLC7A7
HER2_Immune_PCA_18006808,FCGR2C
HER2_Immune_PCA_18006808,NMI
HER2_Immune_PCA_18006808,ARHGEF1
HER2_Immune_PCA_18006808,FAIM3
HER2_Immune_PCA_18006808,IL32
HER2_Immune_PCA_18006808,UBE2L6
HER2_Immune_PCA_18006808,STK17A
HER2_Immune_PCA_18006808,CD83
HER2_Immune_PCA_18006808,CD163
HER2_Immune_PCA_18006808,SLC22A6
HER2_Immune_PCA_18006808,LPXN
HER2_Immune_PCA_18006808,CHST2
HER2_Immune_PCA_18006808,AIM2
HER2_Immune_PCA_18006808,MAP4K4
HER2_Immune_PCA_18006808,ITM2A
HER2_Immune_PCA_18006808,HOMER1
HER2_Immune_PCA_18006808,ARHGEF6
HER2_Immune_PCA_18006808,IL27RA
HER2_Immune_PCA_18006808,PCYT1B
HER2_Immune_PCA_18006808,THEMIS2
HER2_Immune_PCA_18006808,MAGED1
HER2_Immune_PCA_18006808,GMFG
HER2_Immune_PCA_18006808,BRE
HER2_Immune_PCA_18006808,PREPL
HER2_Immune_PCA_18006808,CYTIP
HER2_Immune_PCA_18006808,NFE2L3
HER2_Immune_PCA_18006808,ZNF592
HER2_Immune_PCA_18006808,IKBKE
HER2_Immune_PCA_18006808,MICAL2
HER2_Immune_PCA_18006808,RALGPS1
HER2_Immune_PCA_18006808,FAM53B
HER2_Immune_PCA_18006808,VGLL4
HER2_Immune_PCA_18006808,HERPUD1
HER2_Immune_PCA_18006808,KIAA0226
HER2_Immune_PCA_18006808,ACAP1
HER2_Immune_PCA_18006808,FAM65B
HER2_Immune_PCA_18006808,RASSF2
HER2_Immune_PCA_18006808,SPOCK2
HER2_Immune_PCA_18006808,KIAA0125
HER2_Immune_PCA_18006808,TESPA1
HER2_Immune_PCA_18006808,HEPH
HER2_Immune_PCA_18006808,ELMO1
HER2_Immune_PCA_18006808,TRANK1
